lat,lon,price_per_m2,rooms
-34.5666643,-58.471989,2923.076923076923,3.0
-34.62395,-58.3959922,1642.857142857143,4.0
-34.5993216,-58.3944644,3448.2758620689656,2.0
-34.570851399999995,-58.44876310000001,3490.566037735849,2.0
-34.6284062566,-58.4659506445,2000.0,2.0
-34.6284062566,-58.4659506445,2100.0,2.0
-34.594304,-58.403685,2788.4615384615386,3.0
-34.627185600000004,-58.481557,1666.6666666666667,3.0
-34.61591370000001,-58.41585870000001,1267.5438596491229,4.0
-34.61591370000001,-58.41585870000001,1267.5438596491229,5.0
-34.61591370000001,-58.41585870000001,1267.5438596491229,6.0
-34.61591370000001,-58.41585870000001,1267.5438596491229,6.0
-34.61591370000001,-58.41585870000001,1267.5438596491229,5.0
-34.61591370000001,-58.41585870000001,1267.5438596491229,4.0
-34.61591370000001,-58.41585870000001,1267.5438596491229,6.0
-34.61591370000001,-58.41585870000001,1267.5438596491229,5.0
-34.61591370000001,-58.41585870000001,1267.5438596491229,4.0
-34.61591370000001,-58.41585870000001,1267.5438596491229,4.0
-34.61591370000001,-58.41585870000001,1267.5438596491229,5.0
-34.61591370000001,-58.41585870000001,1267.5438596491229,4.0
-34.61591370000001,-58.41585870000001,1267.5438596491229,5.0
-34.61591370000001,-58.41585870000001,1267.5438596491229,6.0
-34.61591370000001,-58.41585870000001,1267.5438596491229,6.0
-34.61591370000001,-58.41585870000001,1267.5438596491229,5.0
-34.61591370000001,-58.41585870000001,1267.5438596491229,4.0
-34.6259473144,-58.4328219442,2225.3521126760565,3.0
-34.572860247,-58.4396162589,1924.342105263158,4.0
-34.572860247,-58.4396162589,1924.342105263158,6.0
-34.5803723,-58.4143806,2924.5283018867926,4.0
-34.57154091,-58.4321322175,5138.888888888889,2.0
-34.5644671,-58.4723081,2090.909090909091,2.0
-34.6329048,-58.46720799999999,2032.258064516129,1.0
-34.610347999999995,-58.4477353,2272.7272727272725,4.0
-34.6077076,-58.4119182,1903.8461538461536,3.0
-34.5845904,-58.4304664,3142.8571428571427,1.0
-34.5499327522,-58.450782827,2448.9795918367345,4.0
-34.5499217064,-58.4508016024,2448.9795918367345,4.0
-34.5639829756,-58.45013017300001,3131.7494600431964,5.0
-34.6346259,-58.5102914,2500.0,3.0
-34.6100791,-58.47885079999999,1217.391304347826,5.0
-34.6182787,-58.50052120000001,1901.9607843137253,2.0
-34.6325102,-58.4861727,1725.0,2.0
-34.618587700000006,-58.4996568,2142.8571428571427,3.0
-34.6002080968,-58.3782497051,3111.1111111111118,2.0
-34.586109,-58.3875047,4487.5,2.0
-34.6108622,-58.4117063,2208.333333333333,2.0
-34.6108622,-58.4117063,720.0,4.0
-34.6108622,-58.4117063,1334.2318059299191,4.0
-34.633308,-58.407493,2333.333333333333,1.0
-34.555898,-58.479251,2390.243902439024,2.0
-34.563687,-58.474474,3253.012048192771,3.0
-34.555898,-58.479251,1625.0,2.0
-34.633208,-58.410401,8250.0,3.0
-34.605661,-58.388343000000006,654.4502617801047,17.0
-34.609988,-58.374932,635.5932203389831,22.0
-34.621961,-58.47986,8400.0,4.0
-34.610201,-58.373247,1862.0689655172412,6.0
-34.610246000000004,-58.373263,2037.037037037037,5.0
-34.589059000000006,-58.410881,2737.2262773722628,4.0
-34.613255,-58.469753,1907.2727272727277,3.0
-34.627946,-58.46149200000001,1575.9493670886077,6.0
-34.6108622,-58.4117063,1935.483870967742,3.0
-34.620643,-58.407774,1318.6813186813188,2.0
-34.5663225,-58.46308570000001,2463.768115942029,2.0
-34.623473,-58.45892779999999,1352.9411764705883,1.0
-34.58423,-58.47870089999999,2160.7894736842104,2.0
-34.5724217384,-58.4314505154,2872.7272727272725,2.0
-34.584971,-58.454193,2560.6060606060605,2.0
-34.584971,-58.454193,2651.5151515151515,2.0
-34.584971,-58.454193,2696.969696969697,2.0
-34.607641,-58.391615,1977.2727272727277,2.0
-34.584971,-58.454193,3030.3030303030305,2.0
-34.580503566,-58.4058744847,3942.857142857143,2.0
-34.584971,-58.454193,2529.4117647058824,2.0
-34.584971,-58.454193,2573.529411764706,2.0
-34.584971,-58.454193,2617.6470588235293,2.0
-34.584971,-58.454193,2661.764705882353,2.0
-34.584971,-58.454193,2941.176470588235,2.0
-34.602067,-58.40230500000001,1935.483870967742,5.0
-34.611754,-58.398213,1695.121951219512,3.0
-34.646489,-58.470771,2166.6666666666665,3.0
-34.617942,-58.460455,1913.0434782608693,1.0
-34.617048,-58.460831000000006,2029.4117647058824,2.0
-34.617048,-58.460831000000006,1954.5454545454545,1.0
-34.638369299999994,-58.4790524,1345.4545454545455,2.0
-34.5764717713,-58.4607502897,2348.4848484848485,10.0
-34.603577,-58.478143,1860.0,4.0
-34.6269413949,-58.4692424492,1882.3529411764705,2.0
-34.625064431300004,-58.4714895185,1816.793893129771,5.0
-34.6057422,-58.42451970000001,2371.134020618557,2.0
-34.594304,-58.403685,1160.7142857142858,1.0
-34.6108622,-58.4117063,3441.5584415584417,2.0
-34.6108622,-58.4117063,626.8656716417911,4.0
-34.6108622,-58.4117063,2524.7524752475247,2.0
-34.5479037398,-58.4659963265,1464.2857142857142,2.0
-34.5810409,-58.40622140000001,3941.176470588235,1.0
-34.652398100000006,-58.49385600000001,743.2432432432432,4.0
-34.5731105,-58.4224486,5427.13567839196,5.0
-34.5854359704,-58.3905315399,2812.5,5.0
-34.6396767,-58.369328,1288.2096069868996,1.0
-34.6395757553,-58.3687689158,2147.4675324675327,1.0
-34.6396767,-58.369328,1225.68093385214,1.0
-34.5898884,-58.385727,4980.0796812749,7.0
-34.58699620000001,-58.4078855,2483.985765124555,5.0
-34.5822561,-58.4029623,2885.9060402684563,4.0
-34.59202929999999,-58.388441500000006,2962.962962962963,3.0
-34.595608299999995,-58.3863485,2038.8349514563104,5.0
-34.6396767,-58.369328,1904.7619047619048,1.0
-34.6396767,-58.369328,1924.821052631579,1.0
-34.6396767,-58.369328,1969.298245614035,1.0
-34.5606643,-58.44220870000001,3418.333333333333,3.0
-34.5606643,-58.44220870000001,4277.933333333333,3.0
-34.5606643,-58.44220870000001,4199.25,4.0
-34.5606643,-58.44220870000001,4604.254545454545,3.0
-34.594097399999995,-58.3911079,2375.0,1.0
-34.593961,-58.38584399999999,2388.663967611336,1.0
-34.6396767,-58.369328,2488.034090909091,1.0
-34.5895459,-58.39736360000001,3176.470588235294,4.0
-34.5895459,-58.39736360000001,3059.701492537313,4.0
-34.5908338,-58.39499100000001,2384.1059602649007,6.0
-34.589212100000005,-58.3843262,4125.0,4.0
-34.5769618381,-58.49311388050001,2388.663967611336,4.0
-34.571845399999994,-58.43273170000001,3369.230769230769,4.0
-34.5896061,-58.3802473,2766.990291262136,4.0
-34.59237529999999,-58.40601329999999,3157.894736842105,3.0
-34.5830421,-58.4000163,5387.523629489603,7.0
-34.5874491,-58.38540749999999,2837.837837837838,4.0
-34.590033,-58.4161744,2797.752808988764,4.0
-34.591427,-58.380063,2941.176470588235,3.0
-34.5969883,-58.388055,5307.692307692308,6.0
-34.591717700000004,-58.400682,3233.333333333333,4.0
-34.5924103,-58.3952593,3139.5348837209303,1.0
-34.5882453,-58.3883029,4140.969162995595,7.0
-34.606658797600005,-58.4488776741,2375.0,1.0
-34.6160627,-58.5014443,2020.408163265306,1.0
-34.58423,-58.47870089999999,1981.4285714285716,2.0
-34.58423,-58.47870089999999,2087.8125,2.0
-34.6011557,-58.4006557,1515.1515151515152,3.0
-34.6184909411,-58.437848430600006,2378.640776699029,4.0
-34.6402642651,-58.378639445,2538.4615384615386,1.0
-34.6110583,-58.4201892,1922.0526315789475,1.0
-34.5978473909,-58.4260256868,1811.636363636364,1.0
-34.5598729,-58.443362,5138.888888888889,5.0
-34.5999581619,-58.4274452032,2320.0,1.0
-34.6031328142,-58.3946243302,1850.0,4.0
-34.6473774,-58.5191897,37500.0,3.0
-34.5939503,-58.50344079999999,1976.744186046512,2.0
-34.6473774,-58.5191897,5533.333333333333,2.0
-34.6473774,-58.5191897,2041.6666666666667,2.0
-34.600011149699995,-58.4274237455,2320.0,1.0
-34.6031504762,-58.3945384995,1850.0,4.0
-34.555073900000004,-58.4877475,2190.4761904761904,1.0
-34.617022,-58.372935,2169.9166666666665,1.0
-34.5734848543,-58.4386236307,5263.1578947368425,3.0
-34.573237498800005,-58.43896695340001,2916.342857142857,1.0
-34.617404984000004,-58.3727729772,2525.0,1.0
-34.5733788449,-58.4390098688,2601.3783783783783,1.0
-34.6176608639,-58.3836987863,1877.1929824561405,1.0
-34.5679842,-58.4337564,4190.909090909091,1.0
-34.6108622,-58.4117063,631.0958118187034,4.0
-34.6108622,-58.4117063,2072.072072072072,2.0
-34.6192169,-58.50984570000001,1991.5254237288136,3.0
-34.5795711,-58.5048941,1666.6666666666667,4.0
-34.6197008,-58.5030543,1994.3820224719104,4.0
-34.618949,-58.3944713,1600.0,2.0
-34.6057005,-58.37796659999999,2857.1428571428573,2.0
-34.563687,-58.474474,3301.2048192771085,3.0
-34.598825,-58.37145600000001,2018.5185185185185,2.0
-34.562708,-58.465375,2822.0476190476197,2.0
-34.562708,-58.465375,2836.7619047619046,2.0
-34.562708,-58.465375,2851.4523809523807,2.0
-34.562708,-58.465375,2866.1428571428573,2.0
-34.562708,-58.465375,3192.75,2.0
-34.562708,-58.465375,3209.825,2.0
-34.562708,-58.465375,3226.9,2.0
-34.562708,-58.465375,3310.925,2.0
-34.562708,-58.465375,3328.25,2.0
-34.592979,-58.40538000000001,3353.6585365853657,4.0
-34.629974,-58.41589000000001,2285.714285714286,1.0
-34.56910735,-58.40848979999999,2182.9268292682927,1.0
-34.599090000000004,-58.394179,2163.934426229508,3.0
-34.607471000000004,-58.504922,8850.0,4.0
-34.590518,-58.388665,4190.476190476191,1.0
-34.590518,-58.388665,3439.3939393939395,1.0
-34.591376000000004,-58.395475,1831.4606741573036,1.0
-34.588761,-58.384762,4237.28813559322,5.0
-34.565023,-58.47180400000001,2925.8064516129034,2.0
-34.565023,-58.47180400000001,2600.0,1.0
-34.610365,-58.411821,2333.333333333333,2.0
-34.5899723,-58.4236546,2368.4210526315787,1.0
-34.6056268,-58.392264,2754.7169811320755,3.0
-34.60327279999999,-58.3961414,2617.6470588235293,1.0
-34.5776674,-58.4608381,1618.867924528302,6.0
-34.640522999999995,-58.5293313,1313.4328358208954,3.0
-34.599865,-58.37584,7375.0,1.0
-34.63613400000001,-58.4915095,1844.4444444444443,2.0
-34.6361282,-58.49151170000001,1844.4444444444443,2.0
-34.613614,-58.4626458,2215.625,1.0
-34.63007736,-58.36336899,1810.126582278481,3.0
-34.61154175,-58.41401672,1800.0,1.0
-34.61299896,-58.36211777,4438.775510204082,2.0
-34.58834457,-58.39006424,3390.243902439024,3.0
-34.60877228,-58.43046188,1816.6666666666667,1.0
-34.61563873,-58.39043427,2225.0,1.0
-34.65213776,-58.37709045,1458.3333333333333,3.0
-34.65280533,-58.38282013,1113.9896373056995,4.0
-34.59292984,-58.40304565,2550.0,2.0
-34.61425781,-58.41432953,1635.7142857142858,3.0
-34.55953598,-58.46165085,4714.285714285715,4.0
-34.61017227,-58.44776154,2338.235294117647,1.0
-34.5516777,-58.46772003,1733.3333333333333,2.0
-34.61087036,-58.45410919,2125.0,1.0
-34.57962799,-58.4580574,2230.769230769231,2.0
-34.620224,-58.41032028,2228.5714285714284,1.0
-34.58401489,-58.4288559,2600.0,8.0
-34.60596848,-58.42522812,3181.818181818182,1.0
-34.54743576,-58.46651459,3313.253012048193,2.0
-34.58350372,-58.41336441,3027.586206896552,3.0
-34.58350372,-58.41336441,3027.586206896552,3.0
-34.58350372,-58.41336441,3027.586206896552,3.0
-34.58350372,-58.41336441,3027.586206896552,3.0
-34.58350372,-58.41336441,3027.586206896552,3.0
-34.60329056,-58.39693451,1323.943661971831,2.0
-34.57146835,-58.43214035,2682.9268292682927,2.0
-34.63040543,-58.41775513,1553.1914893617022,1.0
-34.61205292,-58.40067673,1756.0975609756097,1.0
-34.62788391,-58.42798996,727.2727272727273,2.0
-34.62788391,-58.42798996,727.2727272727273,4.0
-34.62061691,-58.504776,2162.162162162162,2.0
-34.62061691,-58.504776,2162.162162162162,2.0
-34.64624023,-58.52447891,1586.2068965517242,2.0
-34.5711441,-58.44802856,1900.0,2.0
-34.62788391,-58.42798996,681.8181818181819,3.0
-34.61073303,-58.41447449,2060.6060606060605,1.0
-34.5708847,-58.48869324,2888.8888888888887,1.0
-34.63165283,-58.36980057,1440.677966101695,2.0
-34.5708847,-58.48869324,3600.0,1.0
-34.60201263,-58.38484573,2125.0,1.0
-34.56225204,-58.44231796,3618.4210526315783,3.0
-34.5620842,-58.45668793,2081.6666666666665,1.0
-34.62179565,-58.42586136,2679.245283018868,2.0
-34.6021843,-58.39700317,1812.5,3.0
-34.55747604,-58.48065567,2901.6129032258063,2.0
-34.57241821,-58.48508072,2275.862068965517,1.0
-34.60922241,-58.39277649,1843.75,1.0
-34.58752441,-58.40906143,15312.5,3.0
-34.58984375,-58.48260117,1720.4301075268818,3.0
-34.61129379,-58.37203598,2125.0,1.0
-34.58342361,-58.42360687,2882.3529411764707,2.0
-34.59633255,-58.40160751,3000.0,2.0
-34.61173248,-58.47389603,2218.75,2.0
-34.584640500000006,-58.44459915,1987.179487179487,2.0
-34.55091476,-58.45388412,3942.857142857143,1.0
-34.59836197,-58.38819122,2153.846153846154,4.0
-34.63404846,-58.5282402,1580.0,2.0
-34.62051392,-58.42596436,2365.0793650793653,2.0
-34.59006119,-58.48814392,2184.931506849315,1.0
-34.59488297,-58.50510406,1594.2028985507247,2.0
-34.62644958,-58.46529770000001,1750.0,3.0
-34.61681366,-58.44968033,1914.893617021277,1.0
-34.61769104,-58.44923782,2771.428571428572,1.0
-34.62644577,-58.46527863,1718.75,3.0
-34.62644958,-58.46529770000001,1100.0,3.0
-34.62644577,-58.46527863,1941.1764705882356,3.0
-34.55751038,-58.47410583,1739.9103139013453,2.0
-34.56502151,-58.45690918,3625.0,1.0
-34.60533142,-58.41814041,1830.952380952381,1.0
-34.62872696,-58.46748734,1884.6153846153843,1.0
-34.62067032,-58.42676163,448.84,5.0
-34.59562302,-58.39718246,2390.8045977011493,3.0
-34.54615402,-58.46242142,2769.230769230769,1.0
-34.61987305,-58.46278763,1750.0,2.0
-34.57500839,-58.42057037,2750.0,3.0
-34.53737259,-58.47206879,2433.333333333333,4.0
-34.59280396,-58.38444138,3222.222222222222,3.0
-34.61992645,-58.42474365,2000.0,1.0
-34.56622314,-58.43225098,6200.0,3.0
-34.58178711,-58.41435242,2011.4942528735637,2.0
-34.58178711,-58.41435242,2011.4942528735637,2.0
-34.58178711,-58.41435242,2011.4942528735637,3.0
-34.61992645,-58.42474365,2000.0,1.0
-34.60325623,-58.52391815,2123.5955056179773,2.0
-34.58178711,-58.41435242,2011.4942528735637,3.0
-34.62762833,-58.48143005,1533.3333333333333,2.0
-34.60368347,-58.38155746,3724.770642201835,4.0
-34.594268799999995,-58.38165665,7038.461538461538,1.0
-34.55979156,-58.45554733,1902.654867256637,3.0
-34.633761,-58.360234,1231.8840579710145,1.0
-34.59562302,-58.39718246,2390.8045977011493,3.0
-34.58607864,-58.39795303,4540.0,5.0
-34.58366013,-58.39993286,3343.75,1.0
-34.58863068,-58.40306091,3229.1666666666665,1.0
-34.58863068,-58.40306091,3229.1666666666665,1.0
-34.55747604,-58.48065567,2616.6666666666665,3.0
-34.63240814,-58.48605347,1875.0,1.0
-34.59812927,-58.41354752,1800.0,2.0
-34.59009552,-58.38275909,3287.671232876712,3.0
-34.60368347,-58.38155746,1979.1666666666667,1.0
-34.5620842,-58.45668793,2000.0,4.0
-34.60368347,-58.38155746,3220.338983050848,3.0
-34.60282898,-58.38713455,1696.428571428571,1.0
-34.60282898,-58.38713455,1696.428571428571,1.0
-34.60410309,-58.38792801,2304.3478260869565,1.0
-34.602769265300005,-58.3683154331,1833.3333333333333,1.0
-34.599422667,-58.3879258337,2142.8571428571427,2.0
-34.59935379,-58.3882103,5818.181818181818,1.0
-34.59285736,-58.38008499,2365.2694610778444,4.0
-34.60368347,-58.38155746,2350.0,2.0
-34.63473892,-58.50906372,1240.506329113924,2.0
-34.60368347,-58.38155746,1240.506329113924,2.0
-34.63790131,-58.52519989,1346.1538461538462,2.0
-34.63240814,-58.48605347,1666.6666666666667,1.0
-34.58887482,-58.42610931,1800.0,2.0
-34.58464813,-58.42425537,2181.818181818182,1.0
-34.61333466,-58.38465118,2714.285714285714,2.0
-34.61334991,-58.38465118,2714.285714285714,2.0
-34.61333466,-58.38465118,2660.714285714286,2.0
-34.61333466,-58.38465118,2660.714285714286,2.0
-34.59453964,-58.50085449,2017.5438596491229,1.0
-34.58464813,-58.42425537,2181.818181818182,1.0
-34.62152481,-58.50676727,2330.0,2.0
-34.61318970000001,-58.4545784,1217.391304347826,3.0
-34.6108622,-58.4117063,1050.0,3.0
-34.61096954,-58.42447662,1593.2203389830509,1.0
-34.59279633,-58.43243408,2130.4347826086955,1.0
-34.57114792,-58.42329788,1725.0,8.0
-34.58863068,-58.40306091,3229.1666666666665,1.0
-34.62551498,-58.39450455,1214.5922746781116,4.0
-34.64109421,-58.37739563,1707.3170731707316,4.0
-34.58954620000001,-58.39736176,3921.052631578948,1.0
-34.60368347,-58.38155746,2812.5,3.0
-34.5961647,-58.37316513,2041.6666666666667,1.0
-34.58077621,-58.41369247,2978.260869565217,3.0
-34.58535385,-58.39661026,2892.156862745098,3.0
-34.61507034,-58.47484589,2000.0,3.0
-34.62071609,-58.37425995,1894.7368421052631,1.0
-34.6174469,-58.37527084,2021.276595744681,2.0
-34.56840897,-58.45326233,2897.8494623655915,3.0
-34.59179688,-58.39395142,2916.6666666666665,1.0
-34.61333466,-58.38465118,2660.714285714286,2.0
-34.61829758,-58.44896698,2528.5714285714284,1.0
-34.615890500000006,-58.49578476,2357.1428571428573,1.0
-34.579421999999994,-58.48194122,2500.0,1.0
-34.61334991,-58.38465118,2660.714285714286,2.0
-34.55892563,-58.46483994,1815.909090909091,4.0
-34.63167191,-58.37145233,1833.3333333333333,3.0
-34.59016418,-58.40055847,2130.4347826086955,4.0
-34.62308884,-58.39149475,2344.1176470588234,1.0
-34.63575363,-58.44113159,2500.0,2.0
-34.61975479,-58.43701553,2400.0,1.0
-34.61426163,-58.41452789,2096.153846153846,2.0
-34.61105728,-58.4201889,2096.153846153846,2.0
-34.62118529999999,-58.37311554,1733.3333333333333,1.0
-34.60359192,-58.44071198,2329.5454545454545,1.0
-34.60368347,-58.38155746,2361.1111111111118,1.0
-34.61399841,-58.43251419,2000.0,1.0
-34.61297226,-58.43281555,2000.0,1.0
-34.57650375,-58.48590088,2228.5714285714284,1.0
-34.56720734,-58.48157501,2037.037037037037,1.0
-34.56623077,-58.43224716,3192.3076923076924,3.0
-34.56679535,-58.43128586,3169.5652173913045,4.0
-34.56602097,-58.43280029,3169.5652173913045,4.0
-34.56679535,-58.43128586,3169.5652173913045,4.0
-34.56594849,-58.43284607,3192.3076923076924,3.0
-34.56661987,-58.43175888,3169.5652173913045,4.0
-34.61988068,-58.46280289,1900.0,1.0
-34.57921219,-58.49057007,2225.0,1.0
-34.57927704,-58.42899704,2583.333333333333,1.0
-34.61162567,-58.39373779,2000.0,1.0
