lat,long,lat_center,lon_center,lat_metros,lon_metros,labels
-34.7867,-58.24943,-0.14045722368509672,0.0794507963509048,-15526,7276,4
-34.81447,-58.20186,-0.16822722368509346,0.12702079635089802,-18596,11633,-1
-34.74592,-58.2945061,-0.09967722368509158,0.034374696350901957,-11018,3148,2
-34.68607,-58.3410149,-0.03982722368509428,-0.012134103649096062,-4403,-1111,-1
-34.78787,-58.22882,-0.1416272236850915,0.10006079635090259,-15655,9164,-1
-34.81852,-58.2770653,-0.1722772236850929,0.051815496350904766,-19044,4745,-1
-34.63652,-58.37814,0.009722776314909254,-0.049259203649100414,1075,-4511,3
-34.65918,-58.3491745,-0.012937223685092647,-0.020293703649095107,-1430,-1859,78
-34.83932,-58.1888,-0.19307722368509417,0.14008079635090098,-21343,12829,5
-34.81115,-58.2072258,-0.16490722368509125,0.12165499635089816,-18229,11141,-1
-34.79023,-58.22726,-0.14398722368509453,0.10162079635090038,-15916,9306,-1
-34.62435,-58.3678,0.021892776314906826,-0.038919203649101064,2420,-3564,3
-34.70844,-58.3126,-0.0621972236850965,0.016280796350898186,-6875,1491,9
-34.62475,-58.3817,0.021492776314907758,-0.05281920364910064,2376,-4837,3
-34.8293,-58.1780853,-0.18305722368509691,0.15079549635090217,-20235,13810,-1
-34.6668,-58.3631744,-0.020557223685095494,-0.03429360364909684,-2272,-3141,3
-34.71483,-58.3205,-0.06858722368509262,0.008380796350898834,-7582,768,-1
-34.7831,-58.3148,-0.1368572236850909,0.014080796350903313,-15128,1290,6
-34.83935,-58.18878,-0.19310722368509659,0.14010079635090023,-21346,12830,5
-34.65947,-58.3689461,-0.013227223685092326,-0.04006530364910077,-1462,-3669,3
-34.81576,-58.27728,-0.1695172236850908,0.05160079635090398,-18738,4726,11
-34.74601,-58.29474,-0.09976722368509172,0.03414079635090417,-11028,3127,2
-34.61011,-58.3693848,0.036132776314907744,-0.04050400364909734,3994,-3709,3
-34.76447,-58.2074547,-0.1182272236850963,0.12142609635090196,-13069,11120,12
-34.63412,-58.3585548,0.01212277631490366,-0.02967400364909878,1340,-2718,3
-34.76084,-58.20331,-0.11459722368509517,0.12557079635089963,-12668,11500,-1
-34.93652,-58.263546,-0.290277223685095,0.06533479635090345,-32087,5983,-1
-34.74641,-58.2956352,-0.10016722368509079,0.03324559635090196,-11072,3045,2
-34.74649,-58.29486,-0.10024722368509487,0.034020796350901605,-11081,3116,2
-34.78676,-58.18542,-0.14051722368509445,0.14346079635090092,-15533,13138,-1
-34.60872,-58.37514,0.03752277631490841,-0.0462592036491003,4148,-4236,3
-34.66757,-58.3419342,-0.021327223685091212,-0.013053403649095685,-2358,-1195,-1
-34.80676,-58.2146,-0.16051722368509047,0.11428079635090427,-17744,10466,-1
-34.81198,-58.18894,-0.1657372236850918,0.13994079635089918,-18321,12816,-1
-34.65812,-58.6607552,-0.011877223685090144,-0.3318744036490955,-1313,-30393,-1
-34.59961,-58.3707542,0.04663277631490814,-0.04187340364909886,5155,-3835,3
-34.76791,-58.1853943,-0.12166722368509397,0.14348649635090283,-13449,13141,-1
-34.69967,-58.323185,-0.05342722368509101,0.005695796350899229,-5906,522,9
-34.60711,-58.36834,0.03913277631490786,-0.03945920364910194,4326,-3614,3
-34.77998,-58.18495,-0.13373722368509533,0.1439307963509009,-14783,13181,-1
-34.79716,-58.23237,-0.15091722368509153,0.09651079635089843,-16682,8839,-1
-34.78568,-58.25246,-0.1394372236850927,0.07642079635090226,-15413,6999,4
-34.78617,-58.2519455,-0.13992722368509192,0.07693529635090357,-15468,7046,4
-34.74503,-58.29372,-0.0987872236850933,0.03516079635090108,-10920,3220,2
-34.78668,-58.24935,-0.14043722368509037,0.07953079635090177,-15524,7283,4
-34.6197,-58.36866,0.02654277631490487,-0.03977920364909693,2934,-3643,3
-34.65563,-58.37122,-0.009387223685095591,-0.04233920364909949,-1038,-3877,3
-34.75671,-58.20488,-0.11046722368509165,0.12400079635089867,-12211,11356,-1
-34.60547,-58.36836,0.04077277631490972,-0.03947920364910118,4507,-3616,3
-34.61664,-58.369,0.029602776314909818,-0.04011920364909827,3272,-3674,3
-34.73628,-58.2480049,-0.09003722368509415,0.08087589635090353,-9953,7407,-1
-34.75974,-58.2046547,-0.11349722368509418,0.12422609635090254,-12546,11377,-1
-34.72566,-58.2508049,-0.07941722368509119,0.07807589635090295,-8779,7150,-1
-34.87309,-58.27548,-0.22684722368509114,0.05340079635089978,-25076,4890,-1
-34.74921,-58.223465,-0.10296722368509137,0.10541579635090415,-11382,9654,-1
-34.60971,-58.39826,0.03653277631490681,-0.069379203649099,4038,-6354,3
-34.66383,-58.34386,-0.01758722368509069,-0.014979203649097883,-1944,-1372,-1
-34.83558,-58.18632,-0.18933722368509365,0.14256079635089947,-20929,13056,5
-34.88128,-58.27658,-0.23503722368509017,0.05230079635089879,-25981,4790,-1
-34.78151,-58.2464142,-0.1352672236850907,0.08246659635090481,-14952,7552,-1
-34.78738,-58.2555,-0.1411372236850923,0.07338079635090367,-15601,6720,4
-34.62575,-58.38212,0.02049277631491009,-0.053239203649098954,2265,-4876,3
-34.79408,-58.14088,-0.14783722368509444,0.18800079635089872,-16342,17217,-1
-34.74335,-58.23057,-0.09710722368509295,0.09831079635090134,-10734,9003,-1
-34.83931,-58.18864,-0.193067223685091,0.14024079635090203,-21342,12843,5
-34.75091,-58.2678452,-0.10466722368509096,0.06103559635090505,-11570,5590,-1
-34.71208,-58.30922,-0.0658372236850937,0.019660796350898124,-7278,1801,-1
-34.78555,-58.25247,-0.13930722368509407,0.07641079635089909,-15399,6998,4
-34.63435,-58.4341,0.011892776314908815,-0.10521920364909931,1315,-9636,3
-34.62554,-58.38058,0.02070277631490569,-0.05169920364910041,2288,-4735,3
-34.59744,-58.3693542,0.0488027763149077,-0.04047340364909502,5395,-3707,3
-34.80739,-58.266674,-0.1611472236850915,0.06220679635089965,-17813,5697,11
-34.76109,-58.21328,-0.11484722368509637,0.11560079635090403,-12695,10587,12
-34.77888,-58.26022,-0.13263722368509434,0.06866079635090472,-14662,6288,4
-34.7758,-58.2532654,-0.12955722368509015,0.07561539635090497,-14321,6925,4
-34.72464,-58.2601,-0.07839722368509427,0.06878079635090018,-8666,6299,7
-34.75867,-58.18923,-0.11242722368509561,0.1396507963508995,-12428,12789,-1
-34.93828,-58.2639351,-0.29203722368509233,0.06494569635090386,-32282,5948,-1
-34.73798,-58.27667,-0.09173722368509374,0.05221079635089865,-10141,4781,-1
-34.78387,-58.23337,-0.13762722368509372,0.09551079635090076,-15213,8747,-1
-34.72995,-58.2539749,-0.08370722368509576,0.07490589635089862,-9253,6860,-1
-34.74643,-58.29494,-0.10018722368509003,0.033940796350904634,-11075,3108,2
-34.74464,-58.313,-0.0983972236850903,0.015880796350899118,-10877,1454,-1
-34.76385,-58.20798,-0.11760722368509136,0.12090079635090234,-13000,11072,12
-34.64123,-58.446106,0.005012776314906375,-0.11722520364909883,554,-10736,16
-34.78321,-58.31474,-0.1369672236850903,0.014140796350901041,-15140,1295,6
-34.6094,-58.38447,0.036842776314905734,-0.055589203649098806,4073,-5091,3
-34.60526,-58.3671455,0.04098277631490532,-0.03826470364909795,4530,-3504,3
-34.79104,-58.15646,-0.14479722368509584,0.1724207963508988,-16006,15790,-1
-34.80736,-58.18392,-0.16111722368509618,0.14496079635090098,-17810,13276,-1
-34.8247,-58.2771339,-0.17845722368509342,0.05174689635089891,-19727,4739,-1
-34.64464,-58.3750648,0.0016027763149040197,-0.04618400364909547,177,-4230,3
-34.75781,-58.2374344,-0.11156722368509264,0.09144639635090357,-12333,8375,-1
-34.81033,-58.2290649,-0.16408722368509387,0.09981589635090415,-18138,9141,-1
-34.68704,-58.33996,-0.04079722368509664,-0.011079203649096314,-4510,-1015,-1
-34.75375,-58.21689,-0.10750722368509003,0.11199079635090214,-11884,10256,-1
-34.7308,-58.2521248,-0.08455722368509555,0.07675599635090435,-9347,7029,-1
-34.66476,-58.4688,-0.018517223685094564,-0.13991920364910015,-2047,-12814,64
-34.74131,-58.3170052,-0.09506722368509202,0.011875596350904516,-10509,1088,-1
-34.5979,-58.36931,0.0483427763149038,-0.04042920364909719,5344,-3703,3
-34.82481,-58.18527,-0.1785672236850928,0.1436107963508988,-19739,13152,-1
-34.64867,-58.48387,-0.0024272236850961804,-0.15498920364910163,-268,-14194,-1
-34.73994,-58.23718,-0.09369722368509059,0.09170079635089934,-10357,8398,-1
-34.76079,-58.25386,-0.11454722368509351,0.07502079635089842,-12662,6870,-1
-34.61972,-58.3687,0.026522776314905627,-0.039819203649095414,2932,-3647,3
-34.78611,-58.24902,-0.1398672236850942,0.07986079635089993,-15461,7314,4
-34.79905,-58.2786255,-0.15280722368509458,0.050255296350904644,-16891,4602,-1
-34.78321,-58.3146248,-0.1369672236850903,0.014255996350904354,-15140,1306,6
-34.65589,-58.37113,-0.009647223685092854,-0.04224920364909934,-1066,-3869,3
-34.6696,-58.3400459,-0.023357223685096073,-0.011165103649098285,-2582,-1023,-1
-34.68411,-58.34274,-0.03786722368509032,-0.013859203649097651,-4186,-1269,-1
-34.77161,-58.19012,-0.125367223685096,0.13876079635090122,-13858,12708,8
-34.62676,-58.1804657,0.019482776314909245,0.14841509635090233,2154,13592,-1
-34.59812,-58.36926,0.048122776314905025,-0.04037920364909553,5319,-3698,3
-34.76874,-58.19906,-0.12249722368509453,0.1298207963508986,-13541,11889,8
-34.75407,-58.1945152,-0.10782722368509212,0.13436559635090362,-11919,12305,-1
-34.64417,-58.4740257,0.00207277631490399,-0.14514490364909705,229,-13292,-1
-34.76451,-58.2073059,-0.11826722368509479,0.12157489635090002,-13073,11134,12
-34.76883,-58.19895,-0.12258722368509467,0.129930796350898,-13551,11899,8
-34.7761,-58.2712746,-0.129857223685093,0.05760619635090336,-14354,5276,-1
-34.5977,-58.3694344,0.048542776314903335,-0.04055360364910143,5366,-3714,3
-34.60709,-58.3678741,0.0391527763149071,-0.03899330364910014,4328,-3571,3
-34.78209,-58.22118,-0.13584722368509006,0.10770079635090468,-15017,9863,-1
-34.60524,-58.3693848,0.041002776314904565,-0.04050400364909734,4532,-3709,3
-34.7659,-58.25202,-0.11965722368509546,0.07686079635089982,-13227,7039,-1
-34.76315,-58.2056,-0.11690722368509654,0.12328079635090461,-12923,11290,12
-34.77338,-58.2487946,-0.1271372236850965,0.08008619635090497,-14054,7334,-1
-34.78276,-58.3148,-0.13651722368509667,0.014080796350903313,-15091,1290,6
-34.76127,-58.2131538,-0.11502722368509666,0.11572699635090089,-12715,10598,12
-34.6146,-58.36923,0.03164277631490364,-0.04034920364910022,3498,-3695,3
-34.56489,-58.4540939,0.08135277631490823,-0.1252131036490951,8993,-11467,3
-34.7022,-58.31959,-0.05595722368509115,0.009290796350903463,-6186,851,9
-34.80638,-58.1809654,-0.16013722368509065,0.14791539635090345,-17702,13546,-1
-34.53335,-58.3080139,0.1128927763149079,0.020866896350902664,12479,1911,-1
-34.7834,-58.3144,-0.13715722368509375,0.01448079635090238,-15161,1326,6
-34.77657,-58.2372055,-0.13032722368509297,0.09167529635089977,-14406,8396,-1
-34.63168,-58.42605,0.014562776314903658,-0.09716920364909498,1610,-8899,-1
-34.7553,-58.28228,-0.10905722368509174,0.04660079635090142,-12055,4268,-1
-34.74657,-58.2953453,-0.10032722368509184,0.03353549635090047,-11090,3071,2
-34.70942,-58.27896,-0.06317722368509493,0.04992079635090363,-6984,4572,-1
-34.75735,-58.2984352,-0.11110722368509585,0.030445596350901383,-12282,2788,-1
-34.73261,-58.2533455,-0.08636722368509453,0.07553529635089973,-9547,6918,-1
-34.74671,-58.2942848,-0.10046722368509364,0.034595996350901714,-11106,3168,2
-34.73353,-58.27965,-0.08728722368509523,0.04923079635090488,-9649,4509,-1
-34.72446,-58.28121,-0.07821722368509398,0.04767079635089999,-8646,4366,-1
-34.78658,-58.2731857,-0.14033722368509416,0.05569509635090242,-15513,5101,-1
-34.76066,-58.2540741,-0.11441722368509488,0.07480669635090464,-12648,6851,-1
-34.71382,-58.3013458,-0.06757722368509178,0.02753499635090151,-7470,2522,-1
-34.63006,-58.377655,0.016182776314906278,-0.04877420364909568,1789,-4467,3
-34.77875,-58.2604942,-0.1325072236850957,0.06838659635090494,-14647,6263,4
-34.90313,-58.17746,-0.25688722368509076,0.151420796350898,-28396,13867,-1
-34.75888,-58.2091,-0.11263722368509121,0.11978079635090211,-12451,10970,12
-34.64708,-58.34445,-0.000837223685095978,-0.015569203649100416,-93,-1426,-1
-34.71656,-58.304985,-0.07031722368509463,0.023895796350899445,-7773,2188,-1
-34.63567,-58.3577,0.01057277631490905,-0.028819203649099734,1169,-2639,3
-34.60873,-58.4018745,0.03751277631490524,-0.07299370364909663,4147,-6685,3
-34.80298,-58.2216454,-0.15673722368509146,0.10723539635090162,-17326,9821,-1
-34.64833,-58.3519249,-0.002087223685094841,-0.0230441036490987,-231,-2110,78
-34.66295,-58.34387,-0.016707223685095585,-0.014989203649101057,-1847,-1373,-1
-34.61002,-58.40299,0.03622277631490789,-0.07410920364910112,4004,-6787,3
-34.59773,-58.36924,0.048512776314908024,-0.04035920364909629,5363,-3696,3
-34.70035,-58.3223,-0.054107223685093686,0.006580796350903029,-5981,603,9
-34.77628,-58.2367249,-0.1300372236850933,0.09215589635090282,-14374,8440,-1
-34.77172,-58.22801,-0.1254772236850954,0.1008707963509039,-13870,9238,-1
-34.65764,-58.3479652,-0.011397223685094104,-0.019084403649095805,-1260,-1748,78
-34.84496,-58.2843857,-0.1987172236850938,0.0444950963509001,-21966,4075,-1
-34.78343,-58.31436,-0.13718722368509617,0.014520796350900866,-15165,1330,6
-34.60338,-58.3702049,0.042862776314905204,-0.04132410364909589,4738,-3784,3
-34.71694,-58.3046455,-0.07069722368509446,0.024235296350902047,-7815,2219,-1
-34.59394,-58.37356,0.0523027763149031,-0.044679203649096166,5782,-4092,3
-34.66131,-58.3664742,-0.015067223685093722,-0.03759340364909747,-1666,-3443,3
-34.83738,-58.2784538,-0.19113722368509656,0.05042699635090031,-21128,4618,-1
-34.77869,-58.26012,-0.13244722368509088,0.06876079635090093,-14641,6297,4
-34.80461,-58.17985,-0.15836722368509015,0.14903079635089966,-17506,13648,-1
-34.79885,-58.2169,-0.15260722368509505,0.11198079635089897,-16869,10255,-1
-34.76391,-58.2079849,-0.11766722368509619,0.12089589635090192,-13007,11072,12
-34.69421,-58.30192,-0.04796722368509165,0.026960796350898875,-5302,2469,-1
-34.77842,-58.26026,-0.13217722368509044,0.06862079635089913,-14611,6284,4
-34.78348,-58.31431,-0.13723722368509073,0.014570796350902526,-15170,1334,6
-34.82383,-58.1696854,-0.1775872236850944,0.15919539635090274,-19630,14579,-1
-34.77636,-58.254406,-0.13011722368509027,0.07447479635089849,-14383,6820,4
-34.60274,-58.37023,0.0435027763149094,-0.04134920364909789,4809,-3787,3
-34.83127,-58.2775,-0.18502722368509694,0.051380796350898095,-20453,4705,-1
-34.7814,-58.24624,-0.1351572236850913,0.08264079635090127,-14940,7568,-1
-34.59752,-58.36931,0.048722776314903626,-0.04042920364909719,5386,-3703,3
-34.71854,-58.26926,-0.07229722368509073,0.059620796350898786,-7992,5460,-1
-34.70219,-58.31999,-0.05594722368509508,0.008890796350904395,-6184,814,9
-34.74664,-58.2949448,-0.10039722368509274,0.03393599635089828,-11098,3108,2
-34.63829,-58.3761253,0.00795277631490876,-0.047244503649096714,879,-4327,3
-34.74632,-58.29498,-0.10007722368509064,0.03390079635089904,-11063,3105,2
-34.66664,-58.34422,-0.020397223685094445,-0.015339203649098465,-2255,-1405,-1
-34.77158,-58.24538,-0.1253372236850936,0.08350079635090424,-13855,7647,-1
-34.71227,-58.309,-0.06602722368509006,0.019880796350904006,-7299,1821,-1
-34.72439,-58.2592049,-0.07814722368509308,0.06967589635090121,-8638,6381,7
-34.68314,-58.32162,-0.03689722368509507,0.007260796350898602,-4079,665,-1
-34.77809,-58.2641258,-0.13184722368509227,0.06475499635089932,-14574,5930,4
-34.65915,-58.3437,-0.01290722368509023,-0.014819203649096835,-1427,-1357,-1
-34.60696,-58.3679657,0.03928277631490573,-0.03908490364909767,4342,-3579,3
-34.6645,-58.36636,-0.018257223685090196,-0.037479203649098736,-2018,-3432,3
-34.80085,-58.27848,-0.1546072236850904,0.05040079635089967,-17090,4616,-1
-34.66596,-58.34396,-0.019717223685091767,-0.015079203649101203,-2180,-1381,-1
-34.77401,-58.28171,-0.12776722368509041,0.04717079635090471,-14123,4320,-1
-34.69552,-58.32798,-0.04927722368509535,0.0009007963509048977,-5447,82,-1
-34.79938,-58.1901054,-0.15313722368509275,0.1387753963509013,-16928,12709,-1
-34.79857,-58.1893,-0.15232722368509144,0.1395807963508986,-16838,12783,-1
-34.72861,-58.307785,-0.08236722368509675,0.021095796350898866,-9105,1932,-1
-34.78779,-58.18418,-0.14154722368509454,0.14470079635090372,-15647,13252,-1
-34.73528,-58.24225,-0.08903722368509648,0.08663079635090298,-9842,7934,-1
-34.78604,-58.2521858,-0.13979722368509329,0.07669499635090204,-15453,7024,4
-34.79576,-58.142765,-0.1495172236850948,0.18611579635090436,-16528,17045,-1
-34.62475,-58.4189148,0.021492776314907758,-0.09003400364910163,2376,-8245,3
-34.80398,-58.27848,-0.15773722368509624,0.05040079635089967,-17436,4616,-1
-34.78667,-58.2494049,-0.1404272236850943,0.07947589635089969,-15523,7278,4
-34.78318,-58.31473,-0.13693722368509498,0.014150796350904216,-15137,1296,6
-34.58921,-58.37114,0.05703277631490522,-0.04225920364909541,6304,-3870,3
-34.81873,-58.2709656,-0.17248722368509561,0.05791519635090481,-19067,5304,11
-34.75721,-58.2362862,-0.11096722368509404,0.0925945963508994,-12266,8480,-1
-34.6248,-58.3639,0.021442776314906098,-0.035019203649099495,2370,-3207,3
-34.78563,-58.2522049,-0.13938722368509104,0.07667589635089911,-15408,7022,4
-34.748,-58.23972,-0.10175722368509099,0.08916079635090313,-11248,8165,-1
-34.73143,-58.246,-0.08518722368509657,0.08288079635089929,-9417,7590,-1
-34.67038,-58.4753,-0.024137223685094966,-0.14641920364909566,-2668,-13409,-1
-34.65192,-58.4742661,-0.005677223685090382,-0.14538530364909974,-628,-13314,-1
-34.61059,-58.36942,0.0356527763149046,-0.04053920364909658,3941,-3713,3
-34.78653,-58.2787743,-0.1402872236850925,0.050106496350899477,-15507,4589,75
-34.51786,-58.4869,0.1283827763149077,-0.15801920364909705,14191,-14471,10
-34.60746,-58.3812141,0.038782776314903344,-0.052333303649099605,4287,-4793,3
-34.7663,-58.288105,-0.12005722368509453,0.040775796350899896,-13271,3734,-1
-34.63162,-58.42845,0.014622776314908492,-0.0995692036490965,1616,-9119,3
-34.62453,-58.41772,0.021712776314906534,-0.08883920364910125,2400,-8136,3
-34.7865,-58.24951,-0.14025722368509008,0.07937079635090072,-15504,7269,4
-34.83953,-58.18854,-0.19328722368509688,0.14034079635089824,-21366,12852,5
-34.93837,-58.2635,-0.2921272236850925,0.065380796350901,-32292,5988,-1
-34.82753,-58.1818848,-0.18128722368509642,0.14699599635090266,-20039,13462,-1
-34.72079,-58.31816,-0.07454722368509437,0.010720796350902617,-8240,982,-1
-34.76452,-58.2900658,-0.11827722368509086,0.0388149963509008,-13074,3555,-1
-34.84374,-58.27886,-0.19749722368509026,0.05002079635089984,-21831,4581,-1
-34.78859,-58.27873,-0.14234722368509267,0.050150796350898474,-15735,4593,-1
-34.7199,-58.2897148,-0.07365722368509608,0.03916599635090279,-8142,3587,-1
-34.84139,-58.18864,-0.1951472236850904,0.14024079635090203,-21572,12843,5
-34.78326,-58.3145,-0.13701722368509195,0.014380796350899061,-15146,1317,6
-34.60623,-58.3681145,0.04001277631491007,-0.03923370364909573,4423,-3593,3
-34.66224,-58.3679,-0.01599722368509049,-0.03901920364909728,-1768,-3573,3
-34.8108,-58.27426,-0.16455722368509385,0.05462079635090333,-18190,5002,11
-34.60567,-58.3682251,0.04057277631490308,-0.039344303649095025,4485,-3603,3
-34.80108,-58.22513,-0.15483722368509234,0.10375079635090145,-17116,9502,-1
-34.81039,-58.2289658,-0.1641472236850916,0.09991499635090406,-18145,9150,-1
-34.78257,-58.1693459,-0.1363272236850932,0.15953489635089824,-15070,14610,-1
-34.81045,-58.22896,-0.16420722368509644,0.09992079635090079,-18151,9151,-1
-34.78279,-58.2314148,-0.13654722368509198,0.09746599635089837,-15094,8926,-1
-34.61279,-58.4086342,0.03345277631490973,-0.07975340364910011,3698,-7304,3
-34.80677,-58.2254143,-0.16052722368509365,0.10346649635090444,-17745,9476,-1
-34.59849,-58.3702049,0.047752776314908374,-0.04132410364909589,5279,-3784,3
-34.78584,-58.1695747,-0.13959722368509375,0.1593060963509032,-15431,14589,-1
-34.74615,-58.29504,-0.09990722368509353,0.033840796350901314,-11044,3099,2
-34.70214,-58.3196945,-0.05589722368509342,0.0091862963509044,-6179,841,9
-34.77294,-58.323246,-0.12669722368509184,0.0056347963509040255,-14005,516,-1
-34.7311,-58.2466545,-0.0848572236850913,0.08222629635090328,-9380,7530,-1
-34.84806,-58.2902946,-0.20181722368509014,0.03858619635089866,-22309,3534,-1
-34.76658,-58.2536659,-0.12033722368509103,0.07521489635090006,-13302,6888,-1
-34.76286,-58.21124,-0.11661722368509686,0.11764079635090496,-12891,10774,12
-34.68917,-58.33745,-0.04292722368509061,-0.008569203649095414,-4745,-785,-1
-34.76865,-58.199234,-0.12240722368509438,0.12964679635090448,-13531,11873,8
-34.8101,-58.22893,-0.16385722368509192,0.0999507963509032,-18113,9154,-1
-34.76228,-58.22826,-0.1160372236850904,0.10062079635090271,-12827,9215,-1
-34.9383,-58.26362,-0.29205722368509157,0.06526079635089843,-32284,5977,-1
-34.76038,-58.25426,-0.11413722368509127,0.07462079635089935,-12617,6834,-1
-34.75478,-58.2107849,-0.10853722368509011,0.11809589635090134,-11998,10815,-1
-34.79211,-58.15534,-0.14586722368509442,0.17354079635089903,-16124,15893,-1
-34.60523,-58.369606,0.04101277631490774,-0.04072520364909593,4534,-3730,3
-34.60716,-58.37929,0.0390827763149062,-0.05040920364909596,4320,-4616,3
-34.79541,-58.14244,-0.14916722368509028,0.18644079635090094,-16489,17074,-1
-34.7316,-58.2477341,-0.08535722368509369,0.0811466963508991,-9435,7431,-1
-34.583,-58.2053947,0.06324277631490816,0.12348609635090213,6991,11309,-1
-34.83948,-58.18868,-0.19323722368509522,0.14020079635090354,-21360,12840,5
-34.77864,-58.26038,-0.13239722368509632,0.06850079635090367,-14635,6273,4
-34.80077,-58.2188,-0.15452722368509342,0.11008079635089985,-17081,10081,-1
-34.77871,-58.26084,-0.13246722368509012,0.06804079635089977,-14643,6231,4
-34.76175,-58.20273,-0.1155072236850927,0.12615079635089899,-12768,11553,-1
-34.90324,-58.17753,-0.25699722368509015,0.1513507963509042,-28408,13861,-1
-34.70576,-58.26568,-0.05951722368509138,0.06320079635089826,-6579,5788,-1
-34.81035,-58.22902,-0.16410722368509312,0.09986079635090306,-18140,9145,-1
-34.77873,-58.2605057,-0.13248722368509647,0.06837509635089845,-14645,6262,4
-34.82466,-58.18553,-0.17841722368509494,0.14335079635090153,-19722,13128,-1
-34.7852,-58.25456,-0.13895722368509666,0.0743207963509036,-15360,6806,4
-34.80719,-58.184185,-0.16094722368509196,0.14469579635090213,-17791,13251,-1
-34.78559,-58.25238,-0.13934722368509256,0.07650079635089924,-15403,7006,4
-34.75047,-58.30501,-0.1042272236850934,0.023870796350898615,-11521,2186,-1
-34.77446,-58.21584,-0.12821722368509114,0.11304079635090147,-14173,10352,-1
-34.75906,-58.209446,-0.1128172236850915,0.1194347963509017,-12471,10938,12
-34.79593,-58.1583,-0.1496872236850919,0.1705807963509045,-16546,15622,-1
-34.76812,-58.2004852,-0.12187722368509668,0.1283955963508987,-13472,11759,8
-34.76516,-58.21536,-0.11891722368509505,0.11352079635090462,-13145,10396,12
-34.76667,-58.1887741,-0.12042722368509118,0.14010669635089812,-13312,12831,-1
-34.80961,-58.2713051,-0.1633672236850927,0.057575696350902206,-18059,5273,11
-34.80404,-58.22246,-0.15779722368509397,0.1064207963509034,-17443,9746,-1
-34.7173,-58.30452,-0.07105722368509504,0.024360796350904934,-7855,2231,-1
-34.76258,-58.2114,-0.11633722368509325,0.11748079635090392,-12860,10759,12
-34.79159,-58.201786,-0.14534722368509279,0.12709479635090304,-16067,11639,-1
-34.77584,-58.2534,-0.12959722368509574,0.07548079635090232,-14326,6913,4
